,layer,similarity
11037,layer_29,0.17626953125
11038,layer_30,0.0748291015625
11039,layer_31,0.0290679931640625
11040,layer_0,0.01416015625
11041,layer_1,0.028717041015625
11042,layer_2,0.04852294921875
11043,layer_3,0.06903076171875
11044,layer_4,0.0538330078125
11045,layer_5,0.11138916015625
11046,layer_6,0.031280517578125
11047,layer_7,0.014892578125
11048,layer_8,0.01739501953125
11049,layer_9,0.0060577392578125
11050,layer_10,0.03045654296875
11051,layer_11,0.01010894775390625
11052,layer_12,0.0236968994140625
11053,layer_13,0.012664794921875
11054,layer_14,0.033782958984375
11055,layer_15,0.09735107421875
11056,layer_16,0.083984375
11057,layer_17,0.0009675025939941406
11058,layer_18,0.03656005859375
11059,layer_19,0.1351318359375
11060,layer_20,0.046875
11061,layer_21,0.04644775390625
11062,layer_22,0.002025604248046875
11063,layer_23,0.06280517578125
11064,layer_24,0.08282470703125
11065,layer_25,0.00022649765014648438
11066,layer_26,0.0263214111328125
11067,layer_27,0.04644775390625
11068,layer_28,0.027191162109375
11069,layer_29,0.1407470703125
11070,layer_30,0.055755615234375
11071,layer_31,0.0025081634521484375
11072,layer_0,0.057342529296875
11073,layer_1,0.021453857421875
11074,layer_2,0.06512451171875
11075,layer_3,0.058502197265625
11076,layer_4,0.0516357421875
11077,layer_5,0.0987548828125
11078,layer_6,0.0273895263671875
11079,layer_7,0.01302337646484375
11080,layer_8,0.007480621337890625
11081,layer_9,0.0015583038330078125
11082,layer_10,0.033172607421875
11083,layer_11,0.008087158203125
11084,layer_12,0.01458740234375
11085,layer_13,0.0200958251953125
11086,layer_14,0.025970458984375
11087,layer_15,0.10113525390625
11088,layer_16,0.10845947265625
11089,layer_17,0.008270263671875
11090,layer_18,0.046600341796875
11091,layer_19,0.159912109375
11092,layer_20,0.07098388671875
11093,layer_21,0.0875244140625
11094,layer_22,0.0042724609375
11095,layer_23,0.05718994140625
11096,layer_24,0.0740966796875
11097,layer_25,0.0109100341796875
11098,layer_26,0.06292724609375
11099,layer_27,0.054290771484375
11100,layer_28,0.06304931640625
11101,layer_29,0.1531982421875
11102,layer_30,0.06903076171875
11103,layer_31,0.00962066650390625
11104,layer_0,0.03973388671875
11105,layer_1,0.008453369140625
11106,layer_2,0.04888916015625
11107,layer_3,0.043701171875
11108,layer_4,0.055572509765625
11109,layer_5,0.06695556640625
11110,layer_6,0.01198577880859375
11111,layer_7,0.0027141571044921875
11112,layer_8,0.004749298095703125
11113,layer_9,0.0006189346313476562
11114,layer_10,0.030487060546875
11115,layer_11,0.021697998046875
11116,layer_12,0.00826263427734375
11117,layer_13,0.002529144287109375
11118,layer_14,0.034027099609375
11119,layer_15,0.095458984375
11120,layer_16,0.10638427734375
11121,layer_17,0.001018524169921875
11122,layer_18,0.06903076171875
11123,layer_19,0.1531982421875
11124,layer_20,0.08233642578125
11125,layer_21,0.0762939453125
11126,layer_22,0.005474090576171875
11127,layer_23,0.050018310546875
11128,layer_24,0.067626953125
11129,layer_25,0.01377105712890625
11130,layer_26,0.038299560546875
11131,layer_27,0.070556640625
11132,layer_28,0.055816650390625
11133,layer_29,0.1495361328125
11134,layer_30,0.045196533203125
11135,layer_31,0.00859832763671875
11136,layer_0,0.056732177734375
11137,layer_1,0.03533935546875
11138,layer_2,0.043975830078125
11139,layer_3,0.040374755859375
11140,layer_4,0.07373046875
11141,layer_5,0.06549072265625
11142,layer_6,0.0288848876953125
11143,layer_7,0.01117706298828125
11144,layer_8,0.0028629302978515625
11145,layer_9,0.010040283203125
11146,layer_10,0.027008056640625
11147,layer_11,0.00441741943359375
11148,layer_12,0.0182952880859375
11149,layer_13,0.026123046875
11150,layer_14,0.041107177734375
11151,layer_15,0.09014892578125
11152,layer_16,0.1136474609375
11153,layer_17,0.02874755859375
11154,layer_18,0.0872802734375
11155,layer_19,0.1783447265625
11156,layer_20,0.08233642578125
11157,layer_21,0.10919189453125
11158,layer_22,0.0183258056640625
11159,layer_23,0.066162109375
11160,layer_24,0.07916259765625
11161,layer_25,0.0018968582153320312
11162,layer_26,0.05389404296875
11163,layer_27,0.06036376953125
11164,layer_28,0.06854248046875
11165,layer_29,0.1641845703125
11166,layer_30,0.045928955078125
11167,layer_31,0.0214385986328125
11168,layer_0,0.00701904296875
11169,layer_1,0.0396728515625
11170,layer_2,0.06341552734375
11171,layer_3,0.0693359375
11172,layer_4,0.099609375
11173,layer_5,0.109375
11174,layer_6,0.014068603515625
11175,layer_7,0.01543426513671875
11176,layer_8,0.0089263916015625
11177,layer_9,0.0014705657958984375
11178,layer_10,0.042572021484375
11179,layer_11,0.016082763671875
11180,layer_12,0.005702972412109375
11181,layer_13,0.0024318695068359375
11182,layer_14,0.04547119140625
11183,layer_15,0.09210205078125
11184,layer_16,0.100830078125
11185,layer_17,0.00807952880859375
11186,layer_18,0.06085205078125
11187,layer_19,0.1407470703125
11188,layer_20,0.044281005859375
11189,layer_21,0.0521240234375
11190,layer_22,0.0016870498657226562
11191,layer_23,0.0589599609375
11192,layer_24,0.05889892578125
11193,layer_25,0.0002689361572265625
11194,layer_26,0.036285400390625
11195,layer_27,0.060394287109375
11196,layer_28,0.0804443359375
11197,layer_29,0.145751953125
11198,layer_30,0.0777587890625
11199,layer_31,0.048309326171875
11200,layer_0,0.0675048828125
11201,layer_1,0.023223876953125
11202,layer_2,0.031951904296875
11203,layer_3,0.04278564453125
11204,layer_4,0.06976318359375
11205,layer_5,0.07928466796875
11206,layer_6,0.00775909423828125
11207,layer_7,0.0193328857421875
11208,layer_8,0.018402099609375
11209,layer_9,0.00970458984375
11210,layer_10,0.05511474609375
11211,layer_11,0.020263671875
11212,layer_12,0.005290985107421875
11213,layer_13,0.01428985595703125
11214,layer_14,0.03277587890625
11215,layer_15,0.08544921875
11216,layer_16,0.08203125
11217,layer_17,0.025177001953125
11218,layer_18,0.038055419921875
11219,layer_19,0.13232421875
11220,layer_20,0.034942626953125
11221,layer_21,0.0760498046875
11222,layer_22,0.014495849609375
11223,layer_23,0.044189453125
11224,layer_24,0.07708740234375
11225,layer_25,0.004825592041015625
11226,layer_26,0.04364013671875
11227,layer_27,0.050750732421875
11228,layer_28,0.0712890625
11229,layer_29,0.15869140625
11230,layer_30,0.06805419921875
11231,layer_31,0.0240631103515625
11232,layer_0,0.04229736328125
11233,layer_1,0.03314208984375
11234,layer_2,0.043701171875
11235,layer_3,0.051055908203125
11236,layer_4,0.063720703125
11237,layer_5,0.08465576171875
11238,layer_6,0.0139617919921875
11239,layer_7,0.020111083984375
11240,layer_8,0.00035381317138671875
11241,layer_9,0.004276275634765625
11242,layer_10,0.0526123046875
11243,layer_11,0.0167083740234375
11244,layer_12,0.00499725341796875
11245,layer_13,0.0014734268188476562
11246,layer_14,0.036773681640625
11247,layer_15,0.0859375
11248,layer_16,0.07525634765625
11249,layer_17,0.015655517578125
11250,layer_18,0.052093505859375
11251,layer_19,0.1258544921875
11252,layer_20,0.04840087890625
11253,layer_21,0.08770751953125
11254,layer_22,0.007366180419921875
11255,layer_23,0.06268310546875
11256,layer_24,0.08514404296875
11257,layer_25,0.0038852691650390625
11258,layer_26,0.0419921875
11259,layer_27,0.06085205078125
11260,layer_28,0.07171630859375
11261,layer_29,0.1473388671875
11262,layer_30,0.07818603515625
11263,layer_31,0.040679931640625
11264,layer_0,0.036651611328125
11265,layer_1,0.05035400390625
11266,layer_2,0.059967041015625
11267,layer_3,0.0576171875
11268,layer_4,0.073486328125
11269,layer_5,0.10247802734375
11270,layer_6,0.0167083740234375
11271,layer_7,0.0007724761962890625
11272,layer_8,0.00078582763671875
11273,layer_9,0.00811004638671875
11274,layer_10,0.061492919921875
11275,layer_11,0.0165252685546875
11276,layer_12,0.003978729248046875
11277,layer_13,0.00026798248291015625
11278,layer_14,0.0260772705078125
11279,layer_15,0.08404541015625
11280,layer_16,0.08447265625
11281,layer_17,0.0189361572265625
11282,layer_18,0.06536865234375
11283,layer_19,0.1435546875
11284,layer_20,0.0469970703125
11285,layer_21,0.0819091796875
11286,layer_22,0.01763916015625
11287,layer_23,0.0657958984375
11288,layer_24,0.0653076171875
11289,layer_25,0.0034427642822265625
11290,layer_26,0.041717529296875
11291,layer_27,0.04864501953125
11292,layer_28,0.0794677734375
11293,layer_29,0.140380859375
11294,layer_30,0.0217132568359375
11295,layer_31,0.0027446746826171875
11296,layer_0,0.0860595703125
11297,layer_1,0.0017366409301757812
11298,layer_2,0.03924560546875
11299,layer_3,0.0682373046875
11300,layer_4,0.067626953125
11301,layer_5,0.10943603515625
11302,layer_6,0.01629638671875
11303,layer_7,0.0184478759765625
11304,layer_8,0.004730224609375
11305,layer_9,0.01200103759765625
11306,layer_10,0.045684814453125
11307,layer_11,0.01403045654296875
11308,layer_12,0.00730133056640625
11309,layer_13,0.010772705078125
11310,layer_14,0.02227783203125
11311,layer_15,0.0936279296875
11312,layer_16,0.1046142578125
11313,layer_17,0.0145111083984375
11314,layer_18,0.07965087890625
11315,layer_19,0.1514892578125
11316,layer_20,0.07696533203125
11317,layer_21,0.08837890625
11318,layer_22,0.0219879150390625
11319,layer_23,0.0501708984375
11320,layer_24,0.09100341796875
11321,layer_25,0.0002791881561279297
11322,layer_26,0.0498046875
11323,layer_27,0.06353759765625
11324,layer_28,0.07586669921875
11325,layer_29,0.1456298828125
11326,layer_30,0.06024169921875
11327,layer_31,0.027130126953125
11328,layer_0,0.0158843994140625
11329,layer_1,0.03759765625
11330,layer_2,0.046295166015625
11331,layer_3,0.056884765625
11332,layer_4,0.0621337890625
11333,layer_5,0.09136962890625
11334,layer_6,0.021392822265625
11335,layer_7,0.0256195068359375
11336,layer_8,0.0001684427261352539
11337,layer_9,0.01168060302734375
11338,layer_10,0.041107177734375
11339,layer_11,0.006259918212890625
11340,layer_12,0.019683837890625
11341,layer_13,0.0202178955078125
11342,layer_14,0.038482666015625
11343,layer_15,0.0980224609375
11344,layer_16,0.0943603515625
11345,layer_17,0.002704620361328125
11346,layer_18,0.059600830078125
11347,layer_19,0.14404296875
11348,layer_20,0.0458984375
11349,layer_21,0.07318115234375
11350,layer_22,0.00728607177734375
11351,layer_23,0.062225341796875
11352,layer_24,0.08538818359375
11353,layer_25,0.01554107666015625
11354,layer_26,0.037384033203125
11355,layer_27,0.055450439453125
11356,layer_28,0.04345703125
11357,layer_29,0.1573486328125
11358,layer_30,0.037750244140625
11359,layer_31,0.03131103515625
11360,layer_0,0.057037353515625
11361,layer_1,0.036956787109375
11362,layer_2,0.01384735107421875
11363,layer_3,0.05926513671875
11364,layer_4,0.061004638671875
11365,layer_5,0.08477783203125
11366,layer_6,0.00299835205078125
11367,layer_7,0.01387786865234375
11368,layer_8,0.0141448974609375
11369,layer_9,0.016693115234375
11370,layer_10,0.052398681640625
11371,layer_11,0.0011205673217773438
11372,layer_12,0.0037174224853515625
11373,layer_13,0.006221771240234375
11374,layer_14,0.0272064208984375
11375,layer_15,0.096435546875
11376,layer_16,0.11248779296875
11377,layer_17,0.00519561767578125
11378,layer_18,0.08197021484375
11379,layer_19,0.1563720703125
11380,layer_20,0.06201171875
11381,layer_21,0.0853271484375
11382,layer_22,0.0175628662109375
11383,layer_23,0.030120849609375
11384,layer_24,0.08233642578125
11385,layer_25,0.005008697509765625
11386,layer_26,0.058349609375
11387,layer_27,0.05499267578125
11388,layer_28,0.09600830078125
11389,layer_29,0.1651611328125
11390,layer_30,0.07037353515625
11391,layer_31,0.031463623046875
11392,layer_0,0.04498291015625
11393,layer_1,0.046600341796875
11394,layer_2,0.05535888671875
11395,layer_3,0.050262451171875
11396,layer_4,0.0673828125
11397,layer_5,0.0963134765625
11398,layer_6,0.0024471282958984375
11399,layer_7,0.02618408203125
11400,layer_8,0.004474639892578125
11401,layer_9,0.011016845703125
11402,layer_10,0.05133056640625
11403,layer_11,0.0011844635009765625
11404,layer_12,0.010284423828125
11405,layer_13,0.0131988525390625
11406,layer_14,0.0283660888671875
11407,layer_15,0.08575439453125
11408,layer_16,0.09857177734375
11409,layer_17,0.0019025802612304688
11410,layer_18,0.0672607421875
11411,layer_19,0.14013671875
11412,layer_20,0.0654296875
11413,layer_21,0.08538818359375
11414,layer_22,0.0007481575012207031
11415,layer_23,0.075927734375
11416,layer_24,0.0694580078125
11417,layer_25,0.00699615478515625
11418,layer_26,0.056549072265625
11419,layer_27,0.046875
11420,layer_28,0.03759765625
11421,layer_29,0.1378173828125
11422,layer_30,0.045257568359375
11423,layer_31,0.0208282470703125
11424,layer_0,0.06365966796875
11425,layer_1,0.039398193359375
11426,layer_2,0.07403564453125
11427,layer_3,0.0731201171875
11428,layer_4,0.08837890625
11429,layer_5,0.077880859375
11430,layer_6,0.00569915771484375
11431,layer_7,0.0206756591796875
11432,layer_8,0.003997802734375
11433,layer_9,0.00030612945556640625
11434,layer_10,0.03912353515625
11435,layer_11,0.00423431396484375
11436,layer_12,0.0085601806640625
11437,layer_13,0.021209716796875
11438,layer_14,0.0399169921875
11439,layer_15,0.09014892578125
11440,layer_16,0.10992431640625
11441,layer_17,0.0018796920776367188
11442,layer_18,0.0767822265625
11443,layer_19,0.1474609375
11444,layer_20,0.0665283203125
11445,layer_21,0.0906982421875
11446,layer_22,0.0243072509765625
11447,layer_23,0.0450439453125
11448,layer_24,0.0648193359375
11449,layer_25,0.00927734375
11450,layer_26,0.06072998046875
11451,layer_27,0.052276611328125
11452,layer_28,0.0677490234375
11453,layer_29,0.14697265625
11454,layer_30,0.0438232421875
11455,layer_31,0.0209503173828125
11456,layer_0,0.0487060546875
11457,layer_1,0.0294342041015625
11458,layer_2,0.07373046875
11459,layer_3,0.045562744140625
11460,layer_4,0.07916259765625
11461,layer_5,0.083251953125
11462,layer_6,0.01004791259765625
11463,layer_7,0.0098876953125
11464,layer_8,0.019866943359375
11465,layer_9,0.01152801513671875
11466,layer_10,0.03900146484375
11467,layer_11,0.005084991455078125
11468,layer_12,0.0141754150390625
11469,layer_13,0.009368896484375
11470,layer_14,0.036102294921875
11471,layer_15,0.08831787109375
11472,layer_16,0.0936279296875
11473,layer_17,0.017364501953125
11474,layer_18,0.058197021484375
11475,layer_19,0.143798828125
11476,layer_20,0.053955078125
11477,layer_21,0.08135986328125
11478,layer_22,0.031097412109375
11479,layer_23,0.03839111328125
11480,layer_24,0.061553955078125
11481,layer_25,0.013031005859375
11482,layer_26,0.043853759765625
11483,layer_27,0.06414794921875
11484,layer_28,0.062286376953125
11485,layer_29,0.1602783203125
11486,layer_30,0.034515380859375
11487,layer_31,0.0093994140625
11488,layer_0,0.0445556640625
11489,layer_1,0.035430908203125
11490,layer_2,0.055999755859375
11491,layer_3,0.0665283203125
11492,layer_4,0.086181640625
11493,layer_5,0.090576171875
11494,layer_6,0.01213836669921875
11495,layer_7,0.015869140625
11496,layer_8,0.0150604248046875
11497,layer_9,0.006572723388671875
11498,layer_10,0.036376953125
11499,layer_11,0.0028533935546875
11500,layer_12,0.002544403076171875
11501,layer_13,0.01265716552734375
11502,layer_14,0.032623291015625
11503,layer_15,0.08843994140625
11504,layer_16,0.10595703125
11505,layer_17,0.0160980224609375
11506,layer_18,0.061737060546875
11507,layer_19,0.14111328125
11508,layer_20,0.053466796875
11509,layer_21,0.07696533203125
11510,layer_22,0.01165008544921875
11511,layer_23,0.0548095703125
11512,layer_24,0.0684814453125
11513,layer_25,0.0048675537109375
11514,layer_26,0.0504150390625
11515,layer_27,0.054412841796875
11516,layer_28,0.06597900390625
11517,layer_29,0.171630859375
11518,layer_30,0.046142578125
11519,layer_31,0.020477294921875
11520,layer_0,0.057098388671875
11521,layer_1,0.046844482421875
11522,layer_2,0.0460205078125
11523,layer_3,0.06719970703125
11524,layer_4,0.06353759765625
11525,layer_5,0.09716796875
11526,layer_6,0.020538330078125
11527,layer_7,0.004795074462890625
11528,layer_8,0.0027484893798828125
11529,layer_9,0.00595855712890625
11530,layer_10,0.045654296875
11531,layer_11,0.005619049072265625
11532,layer_12,0.009735107421875
11533,layer_13,0.006015777587890625
11534,layer_14,0.035125732421875
11535,layer_15,0.09869384765625
11536,layer_16,0.0911865234375
11537,layer_17,0.0173797607421875
11538,layer_18,0.0638427734375
11539,layer_19,0.134033203125
11540,layer_20,0.0621337890625
11541,layer_21,0.08233642578125
11542,layer_22,0.0177459716796875
11543,layer_23,0.0386962890625
11544,layer_24,0.064453125
11545,layer_25,0.01358795166015625
11546,layer_26,0.04736328125
11547,layer_27,0.0435791015625
11548,layer_28,0.0535888671875
11549,layer_29,0.1334228515625
11550,layer_30,0.03729248046875
11551,layer_31,0.033721923828125
11552,layer_0,0.07672119140625
11553,layer_1,0.01047515869140625
11554,layer_2,0.048828125
11555,layer_3,0.07257080078125
11556,layer_4,0.0712890625
11557,layer_5,0.0782470703125
11558,layer_6,0.007129669189453125
11559,layer_7,0.0067596435546875
11560,layer_8,0.01043701171875
11561,layer_9,0.00222015380859375
11562,layer_10,0.041015625
11563,layer_11,0.006031036376953125
11564,layer_12,0.0096893310546875
11565,layer_13,0.0024566650390625
11566,layer_14,0.0302581787109375
11567,layer_15,0.08905029296875
11568,layer_16,0.10015869140625
11569,layer_17,0.021759033203125
11570,layer_18,0.0660400390625
11571,layer_19,0.1363525390625
11572,layer_20,0.061187744140625
11573,layer_21,0.0819091796875
11574,layer_22,0.022216796875
11575,layer_23,0.01849365234375
11576,layer_24,0.070068359375
11577,layer_25,0.0183258056640625
11578,layer_26,0.033172607421875
11579,layer_27,0.058013916015625
11580,layer_28,0.08001708984375
11581,layer_29,0.1417236328125
11582,layer_30,0.07916259765625
11583,layer_31,0.037872314453125
11584,layer_0,0.052032470703125
11585,layer_1,0.01015472412109375
11586,layer_2,0.0455322265625
11587,layer_3,0.0462646484375
11588,layer_4,0.0677490234375
11589,layer_5,0.06451416015625
11590,layer_6,0.0114593505859375
11591,layer_7,0.00997161865234375
11592,layer_8,0.010955810546875
11593,layer_9,0.0189361572265625
11594,layer_10,0.0498046875
11595,layer_11,0.01052093505859375
11596,layer_12,0.0007257461547851562
11597,layer_13,0.0021991729736328125
11598,layer_14,0.037017822265625
11599,layer_15,0.0899658203125
11600,layer_16,0.11590576171875
11601,layer_17,0.017120361328125
11602,layer_18,0.06524658203125
11603,layer_19,0.150390625
11604,layer_20,0.050628662109375
11605,layer_21,0.07733154296875
11606,layer_22,0.0282440185546875
11607,layer_23,0.034698486328125
11608,layer_24,0.09576416015625
11609,layer_25,0.002490997314453125
11610,layer_26,0.039825439453125
11611,layer_27,0.048614501953125
11612,layer_28,0.0577392578125
11613,layer_29,0.1390380859375
11614,layer_30,0.042724609375
11615,layer_31,0.0300750732421875
11616,layer_0,0.02825927734375
11617,layer_1,0.050933837890625
11618,layer_2,0.07061767578125
11619,layer_3,0.061431884765625
11620,layer_4,0.09710693359375
11621,layer_5,0.10443115234375
11622,layer_6,0.039337158203125
11623,layer_7,0.0296783447265625
11624,layer_8,0.0133819580078125
11625,layer_9,0.00817108154296875
11626,layer_10,0.039276123046875
11627,layer_11,0.006214141845703125
11628,layer_12,0.01062774658203125
11629,layer_13,0.01332855224609375
11630,layer_14,0.031982421875
11631,layer_15,0.0882568359375
11632,layer_16,0.10107421875
11633,layer_17,0.0033435821533203125
11634,layer_18,0.07611083984375
11635,layer_19,0.14111328125
11636,layer_20,0.0675048828125
11637,layer_21,0.08026123046875
11638,layer_22,0.0195159912109375
11639,layer_23,0.053314208984375
11640,layer_24,0.10113525390625
11641,layer_25,0.0029354095458984375
11642,layer_26,0.024322509765625
11643,layer_27,0.041717529296875
11644,layer_28,0.0667724609375
11645,layer_29,0.1551513671875
11646,layer_30,0.0743408203125
11647,layer_31,0.0252838134765625
11648,layer_0,0.049560546875
11649,layer_1,0.0386962890625
11650,layer_2,0.057708740234375
11651,layer_3,0.064208984375
11652,layer_4,0.085693359375
11653,layer_5,0.09814453125
11654,layer_6,0.01410675048828125
11655,layer_7,0.0017213821411132812
11656,layer_8,0.01042938232421875
11657,layer_9,0.00653076171875
11658,layer_10,0.041412353515625
11659,layer_11,0.023284912109375
11660,layer_12,0.008056640625
11661,layer_13,0.0012865066528320312
11662,layer_14,0.0380859375
11663,layer_15,0.091064453125
11664,layer_16,0.1258544921875
11665,layer_17,0.01406097412109375
11666,layer_18,0.062408447265625
11667,layer_19,0.14892578125
11668,layer_20,0.059234619140625
11669,layer_21,0.0701904296875
11670,layer_22,0.0111083984375
11671,layer_23,0.04913330078125
11672,layer_24,0.06829833984375
11673,layer_25,0.0084381103515625
11674,layer_26,0.03533935546875
11675,layer_27,0.048919677734375
11676,layer_28,0.08013916015625
11677,layer_29,0.156005859375
11678,layer_30,0.0516357421875
11679,layer_31,0.026153564453125
11680,layer_0,0.036346435546875
11681,layer_1,0.0322265625
11682,layer_2,0.050567626953125
11683,layer_3,0.04632568359375
11684,layer_4,0.06976318359375
11685,layer_5,0.1063232421875
11686,layer_6,0.0078277587890625
11687,layer_7,0.0078277587890625
11688,layer_8,0.00411224365234375
11689,layer_9,0.0026912689208984375
11690,layer_10,0.0350341796875
11691,layer_11,0.0088348388671875
11692,layer_12,0.0077362060546875
11693,layer_13,0.0004413127899169922
11694,layer_14,0.040069580078125
11695,layer_15,0.08990478515625
11696,layer_16,0.08551025390625
11697,layer_17,0.01380157470703125
11698,layer_18,0.052764892578125
11699,layer_19,0.12042236328125
11700,layer_20,0.052093505859375
11701,layer_21,0.07501220703125
11702,layer_22,0.0194854736328125
11703,layer_23,0.04656982421875
11704,layer_24,0.06866455078125
11705,layer_25,0.0004930496215820312
11706,layer_26,0.0211029052734375
11707,layer_27,0.047454833984375
11708,layer_28,0.050872802734375
11709,layer_29,0.14892578125
11710,layer_30,0.0421142578125
11711,layer_31,0.01496124267578125
11712,layer_0,0.031707763671875
11713,layer_1,0.03643798828125
11714,layer_2,0.047760009765625
11715,layer_3,0.034149169921875
11716,layer_4,0.062103271484375
11717,layer_5,0.09759521484375
11718,layer_6,0.005527496337890625
11719,layer_7,2.4437904357910156e-05
11720,layer_8,0.0009503364562988281
11721,layer_9,0.0044403076171875
11722,layer_10,0.041473388671875
11723,layer_11,0.013824462890625
11724,layer_12,0.006542205810546875
11725,layer_13,0.00664520263671875
11726,layer_14,0.038482666015625
11727,layer_15,0.10235595703125
11728,layer_16,0.09521484375
11729,layer_17,0.003498077392578125
11730,layer_18,0.059356689453125
11731,layer_19,0.1285400390625
11732,layer_20,0.0557861328125
11733,layer_21,0.09381103515625
11734,layer_22,0.0082855224609375
11735,layer_23,0.070068359375
11736,layer_24,0.0897216796875
11737,layer_25,0.0017347335815429688
11738,layer_26,0.043121337890625
11739,layer_27,0.047576904296875
11740,layer_28,0.0687255859375
11741,layer_29,0.1630859375
11742,layer_30,0.07293701171875
11743,layer_31,0.05718994140625
11744,layer_0,0.022857666015625
11745,layer_1,0.0298919677734375
11746,layer_2,0.042999267578125
11747,layer_3,0.06463623046875
11748,layer_4,0.07147216796875
11749,layer_5,0.1263427734375
11750,layer_6,0.0222930908203125
11751,layer_7,0.0054931640625
11752,layer_8,0.001461029052734375
11753,layer_9,0.00670623779296875
11754,layer_10,0.040863037109375
11755,layer_11,0.011749267578125
11756,layer_12,0.0094757080078125
11757,layer_13,0.0008530616760253906
11758,layer_14,0.04168701171875
11759,layer_15,0.088134765625
11760,layer_16,0.08819580078125
11761,layer_17,0.0007176399230957031
11762,layer_18,0.054351806640625
11763,layer_19,0.1231689453125
11764,layer_20,0.06402587890625
11765,layer_21,0.08013916015625
11766,layer_22,0.00711822509765625
11767,layer_23,0.061126708984375
11768,layer_24,0.046875
11769,layer_25,0.0119781494140625
11770,layer_26,0.04254150390625
11771,layer_27,0.026641845703125
11772,layer_28,0.048065185546875
11773,layer_29,0.1458740234375
11774,layer_30,0.045318603515625
11775,layer_31,0.0467529296875
11776,layer_0,0.07501220703125
11777,layer_1,0.0059967041015625
11778,layer_2,0.040008544921875
11779,layer_3,0.06268310546875
11780,layer_4,0.044769287109375
11781,layer_5,0.05718994140625
11782,layer_6,0.027679443359375
11783,layer_7,0.0093536376953125
11784,layer_8,0.003902435302734375
11785,layer_9,0.0030670166015625
11786,layer_10,0.03594970703125
11787,layer_11,0.005199432373046875
11788,layer_12,0.0169525146484375
11789,layer_13,0.0221405029296875
11790,layer_14,0.04638671875
11791,layer_15,0.10040283203125
11792,layer_16,0.11749267578125
11793,layer_17,0.001209259033203125
11794,layer_18,0.0894775390625
11795,layer_19,0.148193359375
11796,layer_20,0.09832763671875
11797,layer_21,0.1029052734375
11798,layer_22,0.02215576171875
11799,layer_23,0.02252197265625
11800,layer_24,0.063720703125
11801,layer_25,0.02392578125
11802,layer_26,0.0589599609375
11803,layer_27,0.041290283203125
11804,layer_28,0.08404541015625
11805,layer_29,0.1688232421875
11806,layer_30,0.0253143310546875
11807,layer_31,0.0273284912109375
11808,layer_0,0.06060791015625
11809,layer_1,0.0019683837890625
11810,layer_2,0.03155517578125
11811,layer_3,0.052642822265625
11812,layer_4,0.04052734375
11813,layer_5,0.06744384765625
11814,layer_6,7.408857345581055e-05
11815,layer_7,0.0091552734375
11816,layer_8,0.00244140625
11817,layer_9,0.0204010009765625
11818,layer_10,0.056640625
11819,layer_11,0.0037784576416015625
11820,layer_12,0.01067352294921875
11821,layer_13,0.0010347366333007812
11822,layer_14,0.0311737060546875
11823,layer_15,0.07232666015625
11824,layer_16,0.10723876953125
11825,layer_17,0.0167083740234375
11826,layer_18,0.073486328125
11827,layer_19,0.1551513671875
11828,layer_20,0.07733154296875
11829,layer_21,0.109375
11830,layer_22,0.0162811279296875
11831,layer_23,0.03875732421875
11832,layer_24,0.072021484375
11833,layer_25,0.004192352294921875
11834,layer_26,0.06500244140625
11835,layer_27,0.051483154296875
11836,layer_28,0.083740234375
11837,layer_29,0.1529541015625
11838,layer_30,0.048980712890625
11839,layer_31,0.043212890625
11840,layer_0,0.047210693359375
11841,layer_1,0.0285491943359375
11842,layer_2,0.03704833984375
11843,layer_3,0.0560302734375
11844,layer_4,0.06396484375
11845,layer_5,0.09661865234375
11846,layer_6,0.02484130859375
11847,layer_7,0.005176544189453125
11848,layer_8,0.005405426025390625
11849,layer_9,0.011993408203125
11850,layer_10,0.041259765625
11851,layer_11,0.0114898681640625
11852,layer_12,0.009307861328125
11853,layer_13,0.0159759521484375
11854,layer_14,0.0234375
11855,layer_15,0.0643310546875
11856,layer_16,0.09710693359375
11857,layer_17,0.0036792755126953125
11858,layer_18,0.07244873046875
11859,layer_19,0.1544189453125
11860,layer_20,0.0634765625
11861,layer_21,0.0906982421875
11862,layer_22,0.03363037109375
11863,layer_23,0.0352783203125
11864,layer_24,0.09344482421875
11865,layer_25,0.0035495758056640625
11866,layer_26,0.04632568359375
11867,layer_27,0.055816650390625
11868,layer_28,0.0953369140625
11869,layer_29,0.174560546875
11870,layer_30,0.08544921875
11871,layer_31,0.03466796875
11872,layer_0,0.028350830078125
11873,layer_1,0.06597900390625
11874,layer_2,0.06591796875
11875,layer_3,0.066650390625
11876,layer_4,0.0721435546875
11877,layer_5,0.09442138671875
11878,layer_6,0.00687408447265625
11879,layer_7,0.00806427001953125
11880,layer_8,0.00820159912109375
11881,layer_9,0.016754150390625
11882,layer_10,0.046142578125
11883,layer_11,0.008636474609375
11884,layer_12,0.001102447509765625
11885,layer_13,0.0125732421875
11886,layer_14,0.038543701171875
11887,layer_15,0.08111572265625
11888,layer_16,0.0765380859375
11889,layer_17,0.006961822509765625
11890,layer_18,0.04620361328125
11891,layer_19,0.1170654296875
11892,layer_20,0.0285491943359375
11893,layer_21,0.06951904296875
11894,layer_22,0.0266876220703125
11895,layer_23,0.057098388671875
11896,layer_24,0.03448486328125
11897,layer_25,0.02459716796875
11898,layer_26,0.038116455078125
11899,layer_27,0.0379638671875
11900,layer_28,0.058349609375
11901,layer_29,0.1785888671875
